z;acetoneold;acetone;methanolold;methanol;N2old;N2;xN2;yN2;xMeth;yMeth;xAc;yAc
0.077499;0.21492;0.27769;0.35615;0.43762;0.42894;0.28469;;;;;;
0.077736;0.2146;0.27752;0.35562;0.43727;0.42978;0.28521;;;;;;
0.077973;0.21428;0.27735;0.35509;0.43692;0.43062;0.28573;;;;;;
0.07821;0.21396;0.27718;0.35457;0.43657;0.43147;0.28625;;;;;;
0.078447;0.21365;0.27701;0.35404;0.43622;0.43231;0.28677;;;;;;
0.078684;0.21333;0.27684;0.35352;0.43587;0.43315;0.28729;;;;;;
0.078921;0.21301;0.27667;0.35299;0.43552;0.434;0.28781;;;;;;
0.079158;0.2127;0.2765;0.35247;0.43517;0.43484;0.28834;;;;;;
0.079395;0.21238;0.27633;0.35194;0.43481;0.43568;0.28886;;;;;;
0.079632;0.21206;0.27616;0.35141;0.43446;0.43653;0.28938;;;;;;
0.079869;0.21174;0.27598;0.35089;0.43411;0.43737;0.28991;;;;;;
0.080106;0.21143;0.27581;0.35036;0.43375;0.43821;0.29043;;;;;;
0.080343;0.21111;0.27564;0.34984;0.4334;0.43906;0.29096;;;;;;
0.08058;0.21079;0.27546;0.34931;0.43305;0.4399;0.29149;;;;;;
0.080817;0.21047;0.27529;0.34878;0.43269;0.44074;0.29202;;;;;;
0.081054;0.21016;0.27512;0.34826;0.43234;0.44159;0.29255;;;;;;
0.081291;0.20984;0.27494;0.34773;0.43198;0.44243;0.29308;;;;;;
0.081528;0.20952;0.27477;0.34721;0.43162;0.44327;0.29361;;;;;;
0.081765;0.2092;0.27459;0.34668;0.43126;0.44411;0.29414;;;;;;
0.082002;0.20889;0.27442;0.34615;0.43091;0.44496;0.29467;;;;;;
0.082239;0.20857;0.27424;0.34563;0.43055;0.4458;0.29521;;;;;;
0.082476;0.20825;0.27407;0.3451;0.43019;0.44664;0.29574;;;;;;
0.082713;0.20794;0.27389;0.34458;0.42983;0.44749;0.29628;;;;;;
0.08295;0.20762;0.27372;0.34405;0.42947;0.44833;0.29682;;;;;;
0.083187;0.2073;0.27354;0.34353;0.42911;0.44917;0.29735;;;;;;
0.083424;0.20698;0.27336;0.343;0.42875;0.45002;0.29789;;;;;;
0.083661;0.20667;0.27318;0.34247;0.42838;0.45086;0.29843;;;;;;
0.083898;0.20635;0.27301;0.34195;0.42802;0.4517;0.29897;;;;;;
0.084135;0.20603;0.27283;0.34142;0.42766;0.45255;0.29951;;;;;;
0.084372;0.20571;0.27265;0.3409;0.4273;0.45339;0.30005;;;;;;
0.084609;0.2054;0.27247;0.34037;0.42693;0.45423;0.3006;;;;;;
0.084846;0.20508;0.27229;0.33984;0.42657;0.45508;0.30114;;;;;;
0.085083;0.20476;0.27211;0.33932;0.4262;0.45592;0.30169;;;;;;
0.08532;0.20444;0.27193;0.33879;0.42584;0.45676;0.30223;;;;;;
0.085557;0.20413;0.27175;0.33827;0.42547;0.45761;0.30278;;;;;;
0.085794;0.20381;0.27157;0.33774;0.4251;0.45845;0.30333;;;;;;
0.086031;0.20349;0.27139;0.33721;0.42474;0.45929;0.30388;;;;;;
0.086268;0.20318;0.27121;0.33669;0.42437;0.46014;0.30443;;;;;;
0.086505;0.20286;0.27102;0.33616;0.424;0.46098;0.30498;;;;;;
0.086742;0.20254;0.27084;0.33564;0.42363;0.46182;0.30553;;;;;;
0.086979;0.20222;0.27066;0.33511;0.42326;0.46267;0.30608;;;;;;
0.087216;0.20191;0.27048;0.33458;0.42289;0.46351;0.30663;;;;;;
0.087453;0.20159;0.27029;0.33406;0.42252;0.46435;0.30719;;;;;;
0.08769;0.20127;0.27011;0.33353;0.42215;0.4652;0.30774;;;;;;
0.087927;0.20095;0.26992;0.33301;0.42178;0.46604;0.3083;;;;;;
0.088164;0.20064;0.26974;0.33248;0.42141;0.46688;0.30885;;;;;;
0.088401;0.20032;0.26955;0.33196;0.42103;0.46773;0.30941;;;;;;
0.088638;0.2;0.26937;0.33143;0.42066;0.46857;0.30997;;;;;;
0.088875;0.19968;0.26918;0.3309;0.42028;0.46941;0.31053;;;;;;
0.089112;0.19937;0.269;0.33038;0.41991;0.47026;0.31109;;;;;;
0.089349;0.19905;0.26881;0.32985;0.41954;0.4711;0.31165;;;;;;
0.089586;0.19873;0.26862;0.32933;0.41916;0.47194;0.31222;;;;;;
0.089823;0.19841;0.26844;0.3288;0.41878;0.47278;0.31278;;;;;;
0.09006;0.1981;0.26825;0.32827;0.41841;0.47363;0.31334;;;;;;
0.090297;0.19778;0.26806;0.32775;0.41803;0.47447;0.31391;;;;;;
0.090534;0.19746;0.26787;0.32722;0.41765;0.47531;0.31447;;;;;;
0.090771;0.19715;0.26768;0.3267;0.41727;0.47616;0.31504;;;;;;
0.091008;0.19683;0.2675;0.32617;0.41689;0.477;0.31561;;;;;;
0.091245;0.19651;0.26731;0.32564;0.41651;0.47784;0.31618;;;;;;
0.091482;0.19619;0.26712;0.32512;0.41613;0.47869;0.31675;;;;;;
0.091719;0.19588;0.26693;0.32459;0.41575;0.47953;0.31732;;;;;;
0.091956;0.19556;0.26674;0.32407;0.41537;0.48037;0.31789;;;;;;
0.092193;0.19524;0.26654;0.32354;0.41499;0.48122;0.31847;;;;;;
0.09243;0.19492;0.26635;0.32302;0.41461;0.48206;0.31904;;;;;;
0.092667;0.19461;0.26616;0.32249;0.41422;0.4829;0.31961;;;;;;
0.092904;0.19429;0.26597;0.32196;0.41384;0.48375;0.32019;;;;;;
0.093141;0.19397;0.26578;0.32144;0.41345;0.48459;0.32077;;;;;;
0.093378;0.19365;0.26558;0.32091;0.41307;0.48543;0.32135;;;;;;
0.093615;0.19334;0.26539;0.32039;0.41268;0.48628;0.32193;;;;;;
0.093852;0.19302;0.2652;0.31986;0.4123;0.48712;0.3225;;;;;;
0.094089;0.1927;0.265;0.31933;0.41191;0.48796;0.32308;;;;;;
0.094326;0.19239;0.26481;0.31881;0.41152;0.48881;0.32367;;;;;;
0.094563;0.19207;0.26461;0.31828;0.41114;0.48965;0.32425;;;;;;
0.0948;0.19175;0.26442;0.31776;0.41075;0.49049;0.32484;;;;;;
0.095037;0.19143;0.26422;0.31723;0.41036;0.49134;0.32542;;;;;;
0.095274;0.19112;0.26403;0.3167;0.40997;0.49218;0.326;;;;;;
0.095511;0.1908;0.26383;0.31618;0.40958;0.49302;0.32659;;;;;;
0.095748;0.19048;0.26363;0.31565;0.40919;0.49387;0.32718;;;;;;
0.095985;0.19016;0.26343;0.31513;0.4088;0.49471;0.32777;;;;;;
0.096222;0.18985;0.26324;0.3146;0.4084;0.49555;0.32836;;;;;;
0.096459;0.18953;0.26304;0.31408;0.40801;0.4964;0.32895;;;;;;
0.096696;0.18921;0.26284;0.31355;0.40762;0.49724;0.32954;;;;;;
0.096933;0.18889;0.26264;0.31302;0.40722;0.49808;0.33014;;;;;;
0.09717;0.18858;0.26244;0.3125;0.40683;0.49892;0.33073;;;;;;
0.097407;0.18826;0.26224;0.31197;0.40644;0.49977;0.33132;;;;;;
0.097644;0.18794;0.26204;0.31145;0.40604;0.50061;0.33192;;;;;;
0.097881;0.18763;0.26184;0.31092;0.40564;0.50145;0.33252;;;;;;
0.098118;0.18731;0.26164;0.31039;0.40525;0.5023;0.33311;;;;;;
0.098355;0.18699;0.26144;0.30987;0.40485;0.50314;0.33371;;;;;;
0.098592;0.18667;0.26124;0.30934;0.40445;0.50398;0.33431;;;;;;
0.098829;0.18636;0.26104;0.30882;0.40405;0.50483;0.33491;;;;;;
0.099066;0.18604;0.26083;0.30829;0.40365;0.50567;0.33552;;;;;;
0.099303;0.18572;0.26063;0.30776;0.40325;0.50651;0.33612;;;;;;
0.09954;0.1854;0.26042;0.30724;0.40285;0.50736;0.33672;;;;;;
0.099777;0.18509;0.26022;0.30671;0.40245;0.5082;0.33733;;;;;;
0.10001;0.18477;0.26002;0.30619;0.40205;0.50904;0.33793;;;;;;
0.10025;0.18445;0.25981;0.30566;0.40165;0.50989;0.33854;;;;;;
0.10049;0.18413;0.25961;0.30514;0.40124;0.51073;0.33915;;;;;;
0.10073;0.18382;0.2594;0.30461;0.40084;0.51157;0.33976;;;;;;
0.10096;0.1835;0.25919;0.30408;0.40044;0.51242;0.34037;;;;;;
0.1012;0.18318;0.25899;0.30356;0.40003;0.51326;0.34098;;;;;;
0.10144;0.18286;0.25878;0.30303;0.39963;0.5141;0.34159;;;;;;
0.10167;0.18255;0.25857;0.30251;0.39922;0.51495;0.34221;;;;;;
0.10191;0.18223;0.25837;0.30198;0.39881;0.51579;0.34282;;;;;;
0.10215;0.18191;0.25816;0.30145;0.39841;0.51663;0.34344;;;;;;
0.10238;0.1816;0.25795;0.30093;0.398;0.51748;0.34405;;;;;;
0.10262;0.18128;0.25774;0.3004;0.39759;0.51832;0.34467;;;;;;
0.10286;0.18096;0.25753;0.29988;0.39718;0.51916;0.34529;;;;;;
0.1031;0.18064;0.25732;0.29935;0.39677;0.52001;0.34591;;;;;;
0.10333;0.18033;0.25711;0.29882;0.39636;0.52085;0.34653;;;;;;
0.10357;0.18001;0.2569;0.2983;0.39595;0.52169;0.34715;;;;;;
0.10381;0.17969;0.25669;0.29777;0.39554;0.52254;0.34778;;;;;;
0.10404;0.17937;0.25648;0.29725;0.39512;0.52338;0.3484;;;;;;
0.10428;0.17906;0.25626;0.29672;0.39471;0.52422;0.34903;;;;;;
0.10452;0.17874;0.25605;0.2962;0.3943;0.52507;0.34965;;;;;;
0.10475;0.17842;0.25584;0.29567;0.39388;0.52591;0.35028;;;;;;
0.10499;0.1781;0.25562;0.29514;0.39347;0.52675;0.35091;;;;;;
0.10523;0.17779;0.25541;0.29462;0.39305;0.52759;0.35154;;;;;;
0.10547;0.17747;0.2552;0.29409;0.39264;0.52844;0.35217;;;;;;
0.1057;0.17715;0.25498;0.29357;0.39222;0.52928;0.3528;;;;;;
0.10594;0.17684;0.25477;0.29304;0.3918;0.53012;0.35343;;;;;;
0.10618;0.17652;0.25455;0.29251;0.39138;0.53097;0.35407;;;;;;
0.10641;0.1762;0.25433;0.29199;0.39096;0.53181;0.3547;;;;;;
0.10665;0.17588;0.25412;0.29146;0.39055;0.53265;0.35534;;;;;;
0.10689;0.17557;0.2539;0.29094;0.39013;0.5335;0.35597;;;;;;
0.10712;0.17525;0.25368;0.29041;0.38971;0.53434;0.35661;;;;;;
0.10736;0.17493;0.25347;0.28988;0.38928;0.53518;0.35725;;;;;;
0.1076;0.17461;0.25325;0.28936;0.38886;0.53603;0.35789;;;;;;
0.10784;0.1743;0.25303;0.28883;0.38844;0.53687;0.35853;;;;;;
0.10807;0.17398;0.25281;0.28831;0.38802;0.53771;0.35918;;;;;;
0.10831;0.17366;0.25259;0.28778;0.38759;0.53856;0.35982;;;;;;
0.10855;0.17334;0.25237;0.28726;0.38717;0.5394;0.36046;;;;;;
0.10878;0.17303;0.25215;0.28673;0.38674;0.54024;0.36111;;;;;;
0.10902;0.17271;0.25193;0.2862;0.38631;0.54109;0.36176;;;;;;
0.10926;0.17239;0.2517;0.28568;0.38589;0.54193;0.36241;;;;;;
0.10949;0.17208;0.25148;0.28515;0.38546;0.54277;0.36305;;;;;;
0.10973;0.17176;0.25126;0.28463;0.38503;0.54362;0.36371;;;;;;
0.10997;0.17144;0.25104;0.2841;0.3846;0.54446;0.36436;;;;;;
0.11021;0.17112;0.25081;0.28357;0.38417;0.5453;0.36501;;;;;;
0.11044;0.17081;0.25059;0.28305;0.38375;0.54615;0.36567;;;;;;
0.11068;0.17049;0.25037;0.28252;0.38332;0.54699;0.36632;;;;;;
0.11092;0.17017;0.25014;0.282;0.38288;0.54783;0.36698;;;;;;
0.11115;0.16985;0.24991;0.28147;0.38245;0.54868;0.36764;;;;;;
0.11139;0.16954;0.24969;0.28094;0.38202;0.54952;0.36829;;;;;;
0.11163;0.16922;0.24946;0.28042;0.38159;0.55036;0.36895;;;;;;
0.11186;0.1689;0.24924;0.27989;0.38115;0.55121;0.36961;;;;;;
0.1121;0.16858;0.24901;0.27937;0.38072;0.55205;0.37028;;;;;;
0.11234;0.16827;0.24878;0.27884;0.38028;0.55289;0.37094;;;;;;
0.11258;0.16795;0.24855;0.27832;0.37984;0.55374;0.3716;;;;;;
0.11281;0.16763;0.24832;0.27779;0.37941;0.55458;0.37227;;;;;;
0.11305;0.16731;0.24809;0.27726;0.37897;0.55542;0.37293;;;;;;
0.11329;0.167;0.24786;0.27674;0.37853;0.55626;0.3736;;;;;;
0.11352;0.16668;0.24763;0.27621;0.37809;0.55711;0.37427;;;;;;
0.11376;0.16636;0.2474;0.27569;0.37765;0.55795;0.37494;;;;;;
0.114;0.16605;0.24717;0.27516;0.37721;0.55879;0.37561;;;;;;
0.11423;0.16573;0.24694;0.27463;0.37678;0.55964;0.37628;;;;;;
0.11447;0.16541;0.24671;0.27411;0.37633;0.56048;0.37696;;;;;;
0.11471;0.16509;0.24647;0.27358;0.37589;0.56132;0.37764;;;;;;
0.11495;0.16478;0.24624;0.27306;0.37545;0.56217;0.37831;;;;;;
0.11518;0.16446;0.24601;0.27253;0.375;0.56301;0.37899;;;;;;
0.11542;0.16414;0.24577;0.272;0.37456;0.56385;0.37967;;;;;;
0.11566;0.16382;0.24554;0.27148;0.37411;0.5647;0.38035;;;;;;
0.11589;0.16351;0.2453;0.27095;0.37367;0.56554;0.38103;;;;;;
0.11613;0.16319;0.24507;0.27043;0.37322;0.56638;0.38171;;;;;;
0.11637;0.16287;0.24483;0.2699;0.37278;0.56723;0.38239;;;;;;
0.1166;0.16255;0.24459;0.26938;0.37233;0.56807;0.38308;;;;;;
0.11684;0.16224;0.24436;0.26885;0.37188;0.56891;0.38376;;;;;;
0.11708;0.16192;0.24412;0.26832;0.37143;0.56976;0.38445;;;;;;
0.11732;0.1616;0.24388;0.2678;0.37098;0.5706;0.38514;;;;;;
0.11755;0.16129;0.24364;0.26727;0.37053;0.57144;0.38583;;;;;;
0.11779;0.16097;0.2434;0.26675;0.37008;0.57229;0.38652;;;;;;
0.11803;0.16065;0.24316;0.26622;0.36963;0.57313;0.38721;;;;;;
0.11826;0.16033;0.24292;0.26569;0.36917;0.57397;0.38791;;;;;;
0.1185;0.16002;0.24268;0.26517;0.36872;0.57482;0.3886;;;;;;
0.11874;0.1597;0.24244;0.26464;0.36827;0.57566;0.3893;;;;;;
0.11897;0.15938;0.2422;0.26412;0.36781;0.5765;0.38999;;;;;;
0.11921;0.15906;0.24196;0.26359;0.36735;0.57735;0.39069;;;;;;
0.11945;0.15875;0.24171;0.26306;0.3669;0.57819;0.39139;;;;;;
0.11969;0.15843;0.24147;0.26254;0.36644;0.57903;0.39209;;;;;;
0.11992;0.15811;0.24123;0.26201;0.36598;0.57988;0.39279;;;;;;
0.12016;0.15779;0.24098;0.26149;0.36553;0.58072;0.39349;;;;;;
0.1204;0.15748;0.24074;0.26096;0.36507;0.58156;0.3942;;;;;;
0.12063;0.15716;0.24049;0.26043;0.36461;0.58241;0.39491;;;;;;
0.12087;0.15684;0.24024;0.25991;0.36414;0.58325;0.39561;;;;;;
0.12111;0.15653;0.24;0.25938;0.36368;0.58409;0.39632;;;;;;
0.12134;0.15621;0.23975;0.25886;0.36322;0.58493;0.39703;;;;;;
0.12158;0.15589;0.2395;0.25833;0.36276;0.58578;0.39774;;;;;;
0.12182;0.15557;0.23925;0.25781;0.36229;0.58662;0.39845;;;;;;
0.12206;0.15526;0.239;0.25728;0.36183;0.58746;0.39917;;;;;;
0.12229;0.15494;0.23876;0.25675;0.36137;0.58831;0.39988;;;;;;
0.12253;0.15462;0.23851;0.25623;0.3609;0.58915;0.40059;;;;;;
0.12277;0.1543;0.23826;0.2557;0.36043;0.58999;0.40131;;;;;;
0.123;0.15399;0.238;0.25518;0.35997;0.59084;0.40203;;;;;;
0.12324;0.15367;0.23775;0.25465;0.3595;0.59168;0.40275;;;;;;
0.12348;0.15335;0.2375;0.25412;0.35903;0.59252;0.40347;;;;;;
0.12371;0.15303;0.23725;0.2536;0.35856;0.59337;0.40419;;;;;;
0.12395;0.15272;0.237;0.25307;0.35809;0.59421;0.40491;;;;;;
0.12419;0.1524;0.23674;0.25255;0.35762;0.59505;0.40564;;;;;;
0.12443;0.15208;0.23649;0.25202;0.35715;0.5959;0.40637;;;;;;
0.12466;0.15176;0.23623;0.25149;0.35667;0.59674;0.40709;;;;;;
0.1249;0.15145;0.23598;0.25097;0.3562;0.59758;0.40782;;;;;;
0.12514;0.15113;0.23572;0.25044;0.35573;0.59843;0.40855;;;;;;
0.12537;0.15081;0.23546;0.24992;0.35525;0.59927;0.40928;;;;;;
0.12561;0.1505;0.23521;0.24939;0.35478;0.60011;0.41002;;;;;;
0.12585;0.15018;0.23495;0.24887;0.3543;0.60096;0.41075;;;;;;
0.12608;0.14986;0.23469;0.24834;0.35382;0.6018;0.41148;;;;;;
0.12632;0.14954;0.23443;0.24781;0.35335;0.60264;0.41222;;;;;;
0.12656;0.14923;0.23417;0.24729;0.35287;0.60349;0.41296;;;;;;
0.1268;0.14891;0.23391;0.24676;0.35239;0.60433;0.4137;;;;;;
0.12703;0.14859;0.23365;0.24624;0.35191;0.60517;0.41444;;;;;;
0.12727;0.14827;0.23339;0.24571;0.35143;0.60602;0.41518;;;;;;
0.12751;0.14796;0.23313;0.24518;0.35095;0.60686;0.41592;;;;;;
0.12774;0.14764;0.23287;0.24466;0.35046;0.6077;0.41667;;;;;;
0.12798;0.14732;0.23261;0.24413;0.34998;0.60855;0.41742;;;;;;
0.12822;0.147;0.23234;0.24361;0.3495;0.60939;0.41816;;;;;;
0.12845;0.14669;0.23208;0.24308;0.34901;0.61023;0.41891;;;;;;
0.12869;0.14637;0.23182;0.24255;0.34853;0.61108;0.41966;;;;;;
0.12893;0.14605;0.23155;0.24203;0.34804;0.61192;0.42041;;;;;;
0.12917;0.14574;0.23128;0.2415;0.34755;0.61276;0.42117;;;;;;
0.1294;0.14542;0.23102;0.24098;0.34706;0.6136;0.42192;;;;;;
0.12964;0.1451;0.23075;0.24045;0.34658;0.61445;0.42267;;;;;;
0.12988;0.14478;0.23048;0.23993;0.34609;0.61529;0.42343;;;;;;
0.13011;0.14447;0.23022;0.2394;0.3456;0.61613;0.42419;;;;;;
0.13035;0.14415;0.22995;0.23887;0.3451;0.61698;0.42495;;;;;;
0.13059;0.14383;0.22968;0.23835;0.34461;0.61782;0.42571;;;;;;
0.13082;0.14351;0.22941;0.23782;0.34412;0.61866;0.42647;;;;;;
0.13106;0.1432;0.22914;0.2373;0.34363;0.61951;0.42723;;;;;;
0.1313;0.14288;0.22887;0.23677;0.34313;0.62035;0.428;;;;;;
0.13154;0.14256;0.2286;0.23624;0.34264;0.62119;0.42877;;;;;;
0.13177;0.14224;0.22832;0.23572;0.34214;0.62204;0.42953;;;;;;
0.13201;0.14193;0.22805;0.23519;0.34165;0.62288;0.4303;;;;;;
0.13225;0.14161;0.22778;0.23467;0.34115;0.62372;0.43107;;;;;;
0.13248;0.14129;0.2275;0.23414;0.34065;0.62457;0.43185;;;;;;
0.13272;0.14098;0.22723;0.23361;0.34015;0.62541;0.43262;;;;;;
0.13296;0.14066;0.22695;0.23309;0.33965;0.62625;0.4334;;;;;;
0.13319;0.14034;0.22668;0.23256;0.33915;0.6271;0.43417;;;;;;
0.13343;0.14002;0.2264;0.23204;0.33865;0.62794;0.43495;;;;;;
0.13367;0.13971;0.22612;0.23151;0.33815;0.62878;0.43573;;;;;;
0.13391;0.13939;0.22585;0.23099;0.33764;0.62963;0.43651;;;;;;
0.13414;0.13907;0.22557;0.23046;0.33714;0.63047;0.43729;;;;;;
0.13438;0.13875;0.22529;0.22993;0.33664;0.63131;0.43807;;;;;;
0.13462;0.13844;0.22501;0.22941;0.33613;0.63216;0.43886;;;;;;
0.13485;0.13812;0.22473;0.22888;0.33562;0.633;0.43965;;;;;;
0.13509;0.1378;0.22445;0.22836;0.33512;0.63384;0.44043;;;;;;
0.13533;0.13748;0.22417;0.22783;0.33461;0.63469;0.44122;;;;;;
0.13556;0.13717;0.22389;0.2273;0.3341;0.63553;0.44201;;;;;;
0.1358;0.13685;0.2236;0.22678;0.33359;0.63637;0.4428;;;;;;
0.13604;0.13653;0.22332;0.22625;0.33308;0.63722;0.4436;;;;;;
0.13628;0.13621;0.22304;0.22573;0.33257;0.63806;0.4444;;;;;;
0.13651;0.1359;0.22275;0.2252;0.33206;0.6389;0.44519;;;;;;
0.13675;0.13558;0.22247;0.22467;0.33155;0.63975;0.44599;;;;;;
0.13699;0.13526;0.22218;0.22415;0.33103;0.64059;0.44679;;;;;;
0.13722;0.13495;0.22189;0.22362;0.33052;0.64143;0.44759;;;;;;
0.13746;0.13463;0.22161;0.2231;0.33;0.64228;0.44839;;;;;;
0.1377;0.13431;0.22132;0.22257;0.32948;0.64312;0.4492;;;;;;
0.13793;0.13399;0.22103;0.22205;0.32897;0.64396;0.45;;;;;;
0.13817;0.13368;0.22074;0.22152;0.32845;0.6448;0.45081;;;;;;
0.13841;0.13336;0.22045;0.22099;0.32793;0.64565;0.45162;;;;;;
0.13865;0.13304;0.22016;0.22047;0.32741;0.64649;0.45243;;;;;;
0.13888;0.13272;0.21987;0.21994;0.32689;0.64733;0.45324;;;;;;
0.13912;0.13241;0.21958;0.21942;0.32637;0.64818;0.45405;;;;;;
0.13936;0.13209;0.21929;0.21889;0.32585;0.64902;0.45486;;;;;;
0.13959;0.13177;0.21899;0.21836;0.32532;0.64986;0.45568;;;;;;
0.13983;0.13145;0.2187;0.21784;0.3248;0.65071;0.4565;;;;;;
0.14007;0.13114;0.21841;0.21731;0.32428;0.65155;0.45732;;;;;;
0.1403;0.13082;0.21811;0.21679;0.32375;0.65239;0.45814;;;;;;
0.14054;0.1305;0.21782;0.21626;0.32322;0.65324;0.45896;;;;;;
0.14078;0.13019;0.21752;0.21573;0.3227;0.65408;0.45979;;;;;;
0.14102;0.12987;0.21722;0.21521;0.32217;0.65492;0.46061;;;;;;
0.14125;0.12955;0.21692;0.21468;0.32164;0.65577;0.46144;;;;;;
0.14149;0.12923;0.21663;0.21416;0.32111;0.65661;0.46226;;;;;;
0.14173;0.12892;0.21633;0.21363;0.32058;0.65745;0.46309;;;;;;
0.14196;0.1286;0.21603;0.2131;0.32005;0.6583;0.46393;;;;;;
0.1422;0.12828;0.21573;0.21258;0.31951;0.65914;0.46476;;;;;;
0.14244;0.12796;0.21542;0.21205;0.31898;0.65998;0.46559;;;;;;
0.14267;0.12765;0.21512;0.21153;0.31845;0.66083;0.46643;;;;;;
0.14291;0.12733;0.21482;0.211;0.31791;0.66167;0.46727;;;;;;
0.14315;0.12701;0.21452;0.21048;0.31738;0.66251;0.46811;;;;;;
0.14339;0.12669;0.21421;0.20995;0.31684;0.66336;0.46895;;;;;;
0.14362;0.12638;0.21391;0.20942;0.3163;0.6642;0.46979;;;;;;
0.14386;0.12606;0.2136;0.2089;0.31576;0.66504;0.47063;;;;;;
0.1441;0.12574;0.2133;0.20837;0.31522;0.66589;0.47148;;;;;;
0.14433;0.12542;0.21299;0.20785;0.31468;0.66673;0.47233;;;;;;
0.14457;0.12511;0.21268;0.20732;0.31414;0.66757;0.47318;;;;;;
0.14481;0.12479;0.21238;0.20679;0.3136;0.66842;0.47403;;;;;;
0.14504;0.12447;0.21207;0.20627;0.31306;0.66926;0.47488;;;;;;
0.14528;0.12416;0.21176;0.20574;0.31251;0.6701;0.47573;;;;;;
0.14552;0.12384;0.21145;0.20522;0.31197;0.67095;0.47659;;;;;;
0.14576;0.12352;0.21114;0.20469;0.31142;0.67179;0.47744;;;;;;
0.14599;0.1232;0.21082;0.20416;0.31087;0.67263;0.4783;;;;;;
0.14623;0.12289;0.21051;0.20364;0.31033;0.67347;0.47916;;;;;;
0.14647;0.12257;0.2102;0.20311;0.30978;0.67432;0.48002;;;;;;
0.1467;0.12225;0.20989;0.20259;0.30923;0.67516;0.48089;;;;;;
0.14694;0.12193;0.20957;0.20206;0.30868;0.676;0.48175;;;;;;
0.14718;0.12162;0.20926;0.20154;0.30813;0.67685;0.48262;;;;;;
0.14741;0.1213;0.20894;0.20101;0.30757;0.67769;0.48348;;;;;;
0.14765;0.12098;0.20862;0.20048;0.30702;0.67853;0.48435;;;;;;
0.14789;0.12066;0.20831;0.19996;0.30647;0.67938;0.48523;;;;;;
0.14813;0.12035;0.20799;0.19943;0.30591;0.68022;0.4861;;;;;;
0.14836;0.12003;0.20767;0.19891;0.30535;0.68106;0.48698;;;;;;
0.1486;0.11971;0.20735;0.19838;0.3048;0.68191;0.48785;;;;;;
0.14884;0.1194;0.20703;0.19785;0.30424;0.68275;0.48873;;;;;;
0.14907;0.11908;0.20671;0.19733;0.30368;0.68359;0.48961;;;;;;
0.14931;0.11876;0.20639;0.1968;0.30312;0.68444;0.49049;;;;;;
0.14955;0.11844;0.20606;0.19628;0.30256;0.68528;0.49138;;;;;;
0.14978;0.11813;0.20574;0.19575;0.302;0.68612;0.49226;;;;;;
0.15002;0.11781;0.20542;0.19522;0.30144;0.68697;0.49314;;;;;;
0.15026;0.11749;0.20509;0.1947;0.30087;0.68781;0.49404;;;;;;
0.1505;0.11717;0.20476;0.19417;0.30031;0.68865;0.49493;;;;;;
0.15073;0.11686;0.20444;0.19365;0.29974;0.6895;0.49582;;;;;;
0.15097;0.11654;0.20411;0.19312;0.29918;0.69034;0.49671;;;;;;
0.15121;0.11622;0.20378;0.1926;0.29861;0.69118;0.4976;;;;;;
0.15144;0.1159;0.20345;0.19207;0.29804;0.69203;0.4985;;;;;;
0.15168;0.11559;0.20312;0.19154;0.29747;0.69287;0.4994;;;;;;
0.15192;0.11527;0.20279;0.19102;0.2969;0.69371;0.5003;;;;;;
0.15215;0.11495;0.20246;0.19049;0.29633;0.69456;0.5012;;;;;;
0.15239;0.11464;0.20213;0.18997;0.29576;0.6954;0.5021;;;;;;
0.15263;0.11432;0.2018;0.18944;0.29519;0.69624;0.50301;;;;;;
0.15287;0.114;0.20147;0.18891;0.29461;0.69709;0.50392;;;;;;
0.1531;0.11368;0.20113;0.18839;0.29404;0.69793;0.50483;;;;;;
0.15334;0.11337;0.2008;0.18786;0.29346;0.69877;0.50574;;;;;;
0.15358;0.11305;0.20046;0.18734;0.29289;0.69962;0.50665;;;;;;
0.15381;0.11273;0.20012;0.18681;0.29231;0.70046;0.50757;;;;;;
0.15405;0.11241;0.19979;0.18628;0.29173;0.7013;0.50848;;;;;;
0.15429;0.1121;0.19945;0.18576;0.29115;0.70215;0.5094;;;;;;
0.15452;0.11178;0.19911;0.18523;0.29057;0.70299;0.51032;;;;;;
0.15476;0.11146;0.19877;0.18471;0.28999;0.70383;0.51124;;;;;;
0.155;0.11114;0.19843;0.18418;0.2894;0.70467;0.51217;;;;;;
0.15524;0.11083;0.19809;0.18366;0.28882;0.70552;0.51309;;;;;;
0.15547;0.11051;0.19775;0.18313;0.28824;0.70636;0.51402;;;;;;
0.15571;0.11019;0.1974;0.1826;0.28765;0.7072;0.51494;;;;;;
0.15595;0.10987;0.19706;0.18208;0.28707;0.70805;0.51587;;;;;;
0.15618;0.10956;0.19672;0.18155;0.28648;0.70889;0.51681;;;;;;
0.15642;0.10924;0.19637;0.18103;0.28589;0.70973;0.51774;;;;;;
0.15666;0.10892;0.19602;0.1805;0.2853;0.71058;0.51868;;;;;;
0.15689;0.10861;0.19568;0.17997;0.28471;0.71142;0.51962;;;;;;
0.15713;0.10829;0.19533;0.17945;0.28412;0.71226;0.52055;;;;;;
0.15737;0.10797;0.19498;0.17892;0.28352;0.71311;0.5215;;;;;;
0.15761;0.10765;0.19463;0.1784;0.28293;0.71395;0.52244;;;;;;
0.15784;0.10734;0.19428;0.17787;0.28233;0.71479;0.52339;;;;;;
