"DEff","Mg","N2","N2Mass","T","U:0","U:1","U:2","UD:0","UD:1","UD:2","acetone","acetoneMass","epsEff","methanol","methanolMass","p","rho","sumWithoutRef","sumZones","phi","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.372e-05,0.038284,0.25692,0.18791,328,4.0951e-10,0,0,0.00024349,0,0,0.27965,0.42426,1,0.46343,0.38784,99400,1.3954,0.81209,0,nan,1,0.029151,0.029151,0.0005,0.0005
1.372e-05,0.038273,0.25776,0.18858,328,4.0166e-10,0,0,0.00024269,0,0,0.27934,0.4239,1,0.4629,0.38752,99400,1.395,0.81142,0,nan,1,0.029388,0.029388,0.0005,0.0005
1.372e-05,0.038261,0.25861,0.18925,328,3.9382e-10,0,0,0.00024189,0,0,0.27902,0.42355,1,0.46237,0.38719,99400,1.3945,0.81075,0,nan,1,0.029625,0.029625,0.0005,0.0005
1.372e-05,0.038249,0.25945,0.18993,328,3.8754e-10,0,0,0.0002411,0,0,0.2787,0.4232,1,0.46185,0.38687,99400,1.3941,0.81007,0,nan,1,0.029862,0.029862,0.0005,0.0005
1.372e-05,0.038238,0.26029,0.19061,328,3.8301e-10,0,0,0.00024033,0,0,0.27839,0.42285,1,0.46132,0.38655,99400,1.3937,0.80939,0,nan,1,0.030099,0.030099,0.0005,0.0005
1.372e-05,0.038226,0.26114,0.19128,328,3.7847e-10,0,0,0.00023956,0,0,0.27807,0.42249,1,0.4608,0.38623,99400,1.3933,0.80872,0,nan,1,0.030336,0.030336,0.0005,0.0005
1.372e-05,0.038214,0.26198,0.19196,328,3.7394e-10,0,0,0.00023878,0,0,0.27775,0.42214,1,0.46027,0.3859,99400,1.3928,0.80804,0,nan,1,0.030573,0.030573,0.0005,0.0005
1.372e-05,0.038203,0.26282,0.19263,328,3.6941e-10,0,0,0.00023801,0,0,0.27743,0.42179,1,0.45974,0.38558,99400,1.3924,0.80737,0,nan,1,0.03081,0.03081,0.0005,0.0005
1.372e-05,0.038191,0.26367,0.19331,328,3.7002e-10,0,0,0.00023725,0,0,0.27712,0.42143,1,0.45922,0.38526,99400,1.392,0.80669,0,nan,1,0.031047,0.031047,0.0005,0.0005
1.372e-05,0.038179,0.26451,0.19399,328,3.769e-10,0,0,0.0002365,0,0,0.2768,0.42108,1,0.45869,0.38493,99400,1.3916,0.80601,0,nan,1,0.031284,0.031284,0.0005,0.0005
1.372e-05,0.038168,0.26535,0.19467,328,3.8378e-10,0,0,0.00023575,0,0,0.27648,0.42072,1,0.45817,0.38461,99400,1.3911,0.80533,0,nan,1,0.031521,0.031521,0.0005,0.0005
1.372e-05,0.038156,0.2662,0.19534,328,3.9065e-10,0,0,0.000235,0,0,0.27616,0.42037,1,0.45764,0.38429,99400,1.3907,0.80466,0,nan,1,0.031758,0.031758,0.0005,0.0005
1.372e-05,0.038144,0.26704,0.19602,328,3.9753e-10,0,0,0.00023425,0,0,0.27585,0.42001,1,0.45712,0.38396,99400,1.3903,0.80398,0,nan,1,0.031995,0.031995,0.0005,0.0005
1.372e-05,0.038133,0.26788,0.1967,328,4.1579e-10,0,0,0.00023351,0,0,0.27553,0.41966,1,0.45659,0.38364,99400,1.3899,0.8033,0,nan,1,0.032232,0.032232,0.0005,0.0005
1.372e-05,0.038121,0.26872,0.19738,328,4.4911e-10,0,0,0.00023279,0,0,0.27521,0.4193,1,0.45606,0.38331,99400,1.3894,0.80262,0,nan,1,0.032469,0.032469,0.0005,0.0005
1.372e-05,0.038109,0.26957,0.19806,328,4.8243e-10,0,0,0.00023206,0,0,0.27489,0.41895,1,0.45554,0.38299,99400,1.389,0.80194,0,nan,1,0.032706,0.032706,0.0005,0.0005
1.372e-05,0.038098,0.27041,0.19874,328,5.1576e-10,0,0,0.00023134,0,0,0.27458,0.41859,1,0.45501,0.38266,99400,1.3886,0.80126,0,nan,1,0.032943,0.032943,0.0005,0.0005
1.372e-05,0.038086,0.27125,0.19942,328,5.4908e-10,0,0,0.00023061,0,0,0.27426,0.41824,1,0.45449,0.38234,99400,1.3882,0.80058,0,nan,1,0.03318,0.03318,0.0005,0.0005
1.372e-05,0.038074,0.2721,0.2001,328,5.9219e-10,0,0,0.0002299,0,0,0.27394,0.41788,1,0.45396,0.38201,99400,1.3877,0.7999,0,nan,1,0.033417,0.033417,0.0005,0.0005
1.372e-05,0.038063,0.27294,0.20079,328,6.4943e-10,0,0,0.00022919,0,0,0.27363,0.41753,1,0.45343,0.38169,99400,1.3873,0.79921,0,nan,1,0.033654,0.033654,0.0005,0.0005
1.372e-05,0.038051,0.27378,0.20147,328,7.0667e-10,0,0,0.00022849,0,0,0.27331,0.41717,1,0.45291,0.38136,99400,1.3869,0.79853,0,nan,1,0.033891,0.033891,0.0005,0.0005
1.372e-05,0.038039,0.27463,0.20215,328,7.639e-10,0,0,0.00022779,0,0,0.27299,0.41681,1,0.45238,0.38104,99400,1.3865,0.79785,0,nan,1,0.034128,0.034128,0.0005,0.0005
1.372e-05,0.038028,0.27547,0.20283,328,8.2114e-10,0,0,0.00022708,0,0,0.27267,0.41646,1,0.45186,0.38071,99400,1.386,0.79717,0,nan,1,0.034365,0.034365,0.0005,0.0005
1.372e-05,0.038016,0.27631,0.20352,328,8.5814e-10,0,0,0.00022639,0,0,0.27236,0.4161,1,0.45133,0.38038,99400,1.3856,0.79648,0,nan,1,0.034602,0.034602,0.0005,0.0005
1.372e-05,0.038004,0.27716,0.2042,328,8.6324e-10,0,0,0.0002257,0,0,0.27204,0.41574,1,0.4508,0.38006,99400,1.3852,0.7958,0,nan,1,0.034839,0.034839,0.0005,0.0005
1.372e-05,0.037992,0.278,0.20489,328,8.6834e-10,0,0,0.00022502,0,0,0.27172,0.41539,1,0.45028,0.37973,99400,1.3848,0.79511,0,nan,1,0.035076,0.035076,0.0005,0.0005
1.372e-05,0.037981,0.27884,0.20557,328,8.7344e-10,0,0,0.00022434,0,0,0.2714,0.41503,1,0.44975,0.3794,99400,1.3843,0.79443,0,nan,1,0.035313,0.035313,0.0005,0.0005
1.372e-05,0.037969,0.27969,0.20625,328,8.7854e-10,0,0,0.00022366,0,0,0.27109,0.41467,1,0.44923,0.37908,99400,1.3839,0.79375,0,nan,1,0.03555,0.03555,0.0005,0.0005
1.372e-05,0.037957,0.28053,0.20694,328,8.8402e-10,0,0,0.00022298,0,0,0.27077,0.41431,1,0.4487,0.37875,99400,1.3835,0.79306,0,nan,1,0.035787,0.035787,0.0005,0.0005
1.372e-05,0.037946,0.28137,0.20763,328,8.9016e-10,0,0,0.00022232,0,0,0.27045,0.41395,1,0.44818,0.37842,99400,1.3831,0.79237,0,nan,1,0.036024,0.036024,0.0005,0.0005
1.372e-05,0.037934,0.28222,0.20831,328,8.963e-10,0,0,0.00022166,0,0,0.27013,0.41359,1,0.44765,0.37809,99400,1.3826,0.79169,0,nan,1,0.036261,0.036261,0.0005,0.0005
1.372e-05,0.037922,0.28306,0.209,328,9.0245e-10,0,0,0.000221,0,0,0.26982,0.41324,1,0.44712,0.37777,99400,1.3822,0.791,0,nan,1,0.036498,0.036498,0.0005,0.0005
1.372e-05,0.037911,0.2839,0.20969,328,9.0859e-10,0,0,0.00022034,0,0,0.2695,0.41288,1,0.4466,0.37744,99400,1.3818,0.79031,0,nan,1,0.036735,0.036735,0.0005,0.0005
1.372e-05,0.037899,0.28475,0.21037,328,9.2092e-10,0,0,0.00021968,0,0,0.26918,0.41252,1,0.44607,0.37711,99400,1.3814,0.78963,0,nan,1,0.036972,0.036972,0.0005,0.0005
1.372e-05,0.037887,0.28559,0.21106,328,9.4495e-10,0,0,0.00021904,0,0,0.26887,0.41216,1,0.44555,0.37678,99400,1.3809,0.78894,0,nan,1,0.037209,0.037209,0.0005,0.0005
1.372e-05,0.037876,0.28643,0.21175,328,9.6897e-10,0,0,0.0002184,0,0,0.26855,0.4118,1,0.44502,0.37645,99400,1.3805,0.78825,0,nan,1,0.037446,0.037446,0.0005,0.0005
1.372e-05,0.037864,0.28728,0.21244,328,9.93e-10,0,0,0.00021776,0,0,0.26823,0.41144,1,0.44449,0.37612,99400,1.3801,0.78756,0,nan,1,0.037683,0.037683,0.0005,0.0005
1.372e-05,0.037852,0.28812,0.21313,328,1.017e-09,0,0,0.00021711,0,0,0.26791,0.41108,1,0.44397,0.37579,99400,1.3797,0.78687,0,nan,1,0.03792,0.03792,0.0005,0.0005
1.372e-05,0.037841,0.28896,0.21382,328,1.0409e-09,0,0,0.00021648,0,0,0.2676,0.41072,1,0.44344,0.37546,99400,1.3792,0.78618,0,nan,1,0.038157,0.038157,0.0005,0.0005
1.372e-05,0.037829,0.28981,0.21451,328,1.0644e-09,0,0,0.00021585,0,0,0.26728,0.41036,1,0.44292,0.37513,99400,1.3788,0.78549,0,nan,1,0.038394,0.038394,0.0005,0.0005
1.372e-05,0.037817,0.29065,0.2152,328,1.0878e-09,0,0,0.00021523,0,0,0.26696,0.41,1,0.44239,0.3748,99400,1.3784,0.7848,0,nan,1,0.038631,0.038631,0.0005,0.0005
1.372e-05,0.037806,0.29149,0.21589,328,1.1113e-09,0,0,0.0002146,0,0,0.26664,0.40964,1,0.44186,0.37447,99400,1.378,0.78411,0,nan,1,0.038868,0.038868,0.0005,0.0005
1.372e-05,0.037794,0.29233,0.21658,328,1.1348e-09,0,0,0.00021398,0,0,0.26633,0.40928,1,0.44134,0.37414,99400,1.3775,0.78342,0,nan,1,0.039105,0.039105,0.0005,0.0005
1.372e-05,0.037782,0.29318,0.21727,328,1.152e-09,0,0,0.00021336,0,0,0.26601,0.40891,1,0.44081,0.37381,99400,1.3771,0.78273,0,nan,1,0.039342,0.039342,0.0005,0.0005
1.372e-05,0.037771,0.29402,0.21796,328,1.1549e-09,0,0,0.00021276,0,0,0.26569,0.40855,1,0.44029,0.37348,99400,1.3767,0.78204,0,nan,1,0.039579,0.039579,0.0005,0.0005
1.372e-05,0.037759,0.29486,0.21866,328,1.1578e-09,0,0,0.00021215,0,0,0.26537,0.40819,1,0.43976,0.37315,99400,1.3763,0.78134,0,nan,1,0.039816,0.039816,0.0005,0.0005
1.372e-05,0.037747,0.29571,0.21935,328,1.1607e-09,0,0,0.00021154,0,0,0.26506,0.40783,1,0.43924,0.37282,99400,1.3758,0.78065,0,nan,1,0.040053,0.040053,0.0005,0.0005
1.372e-05,0.037736,0.29655,0.22004,328,1.1636e-09,0,0,0.00021094,0,0,0.26474,0.40747,1,0.43871,0.37249,99400,1.3754,0.77996,0,nan,1,0.04029,0.04029,0.0005,0.0005
1.372e-05,0.037724,0.29739,0.22074,328,1.1488e-09,0,0,0.00021034,0,0,0.26442,0.4071,1,0.43818,0.37216,99400,1.375,0.77926,0,nan,1,0.040527,0.040527,0.0005,0.0005
1.372e-05,0.037712,0.29824,0.22143,328,1.089e-09,0,0,0.00020975,0,0,0.26411,0.40674,1,0.43766,0.37183,99400,1.3746,0.77857,0,nan,1,0.040764,0.040764,0.0005,0.0005
1.372e-05,0.037701,0.29908,0.22213,328,1.0293e-09,0,0,0.00020916,0,0,0.26379,0.40638,1,0.43713,0.3715,99400,1.3741,0.77787,0,nan,1,0.041001,0.041001,0.0005,0.0005
1.372e-05,0.037689,0.29992,0.22282,328,9.6948e-10,0,0,0.00020857,0,0,0.26347,0.40601,1,0.43661,0.37116,99400,1.3737,0.77718,0,nan,1,0.041238,0.041238,0.0005,0.0005
1.372e-05,0.037677,0.30077,0.22352,328,9.097e-10,0,0,0.00020798,0,0,0.26315,0.40565,1,0.43608,0.37083,99400,1.3733,0.77648,0,nan,1,0.041475,0.041475,0.0005,0.0005
1.372e-05,0.037666,0.30161,0.22421,328,8.6737e-10,0,0,0.0002074,0,0,0.26284,0.40529,1,0.43555,0.3705,99400,1.3729,0.77579,0,nan,1,0.041712,0.041712,0.0005,0.0005
1.372e-05,0.037654,0.30245,0.22491,328,8.7428e-10,0,0,0.00020683,0,0,0.26252,0.40492,1,0.43503,0.37017,99400,1.3724,0.77509,0,nan,1,0.041949,0.041949,0.0005,0.0005
1.372e-05,0.037642,0.3033,0.22561,328,8.8119e-10,0,0,0.00020625,0,0,0.2622,0.40456,1,0.4345,0.36983,99400,1.372,0.77439,0,nan,1,0.042186,0.042186,0.0005,0.0005
1.372e-05,0.037631,0.30414,0.2263,328,8.881e-10,0,0,0.00020568,0,0,0.26188,0.40419,1,0.43398,0.3695,99400,1.3716,0.7737,0,nan,1,0.042423,0.042423,0.0005,0.0005
1.372e-05,0.037619,0.30498,0.227,328,8.9501e-10,0,0,0.00020511,0,0,0.26157,0.40383,1,0.43345,0.36917,99400,1.3712,0.773,0,nan,1,0.04266,0.04266,0.0005,0.0005
1.372e-05,0.037607,0.30583,0.2277,328,9.1741e-10,0,0,0.00020454,0,0,0.26125,0.40347,1,0.43292,0.36883,99400,1.3707,0.7723,0,nan,1,0.042897,0.042897,0.0005,0.0005
1.372e-05,0.037596,0.30667,0.2284,328,9.8872e-10,0,0,0.00020398,0,0,0.26093,0.4031,1,0.4324,0.3685,99400,1.3703,0.7716,0,nan,1,0.043134,0.043134,0.0005,0.0005
1.372e-05,0.037584,0.30751,0.2291,328,1.06e-09,0,0,0.00020342,0,0,0.26061,0.40274,1,0.43187,0.36817,99400,1.3699,0.7709,0,nan,1,0.043371,0.043371,0.0005,0.0005
1.372e-05,0.037572,0.30836,0.2298,328,1.1313e-09,0,0,0.00020287,0,0,0.2603,0.40237,1,0.43135,0.36783,99400,1.3695,0.7702,0,nan,1,0.043608,0.043608,0.0005,0.0005
1.372e-05,0.037561,0.3092,0.2305,328,1.2026e-09,0,0,0.00020231,0,0,0.25998,0.402,1,0.43082,0.3675,99400,1.369,0.7695,0,nan,1,0.043845,0.043845,0.0005,0.0005
1.372e-05,0.037549,0.31004,0.2312,328,1.2679e-09,0,0,0.00020176,0,0,0.25966,0.40164,1,0.4303,0.36716,99400,1.3686,0.7688,0,nan,1,0.044082,0.044082,0.0005,0.0005
1.372e-05,0.037537,0.31089,0.2319,328,1.3117e-09,0,0,0.00020121,0,0,0.25934,0.40127,1,0.42977,0.36683,99400,1.3682,0.7681,0,nan,1,0.044319,0.044319,0.0005,0.0005
1.372e-05,0.037526,0.31173,0.2326,328,1.3554e-09,0,0,0.00020067,0,0,0.25903,0.40091,1,0.42924,0.36649,99400,1.3678,0.7674,0,nan,1,0.044556,0.044556,0.0005,0.0005
1.372e-05,0.037514,0.31257,0.2333,328,1.3992e-09,0,0,0.00020013,0,0,0.25871,0.40054,1,0.42872,0.36616,99400,1.3673,0.7667,0,nan,1,0.044793,0.044793,0.0005,0.0005
1.372e-05,0.037502,0.31342,0.234,328,1.443e-09,0,0,0.00019959,0,0,0.25839,0.40017,1,0.42819,0.36582,99400,1.3669,0.766,0,nan,1,0.04503,0.04503,0.0005,0.0005
1.372e-05,0.037491,0.31426,0.23471,328,1.4825e-09,0,0,0.00019905,0,0,0.25808,0.39981,1,0.42767,0.36549,99400,1.3665,0.76529,0,nan,1,0.045267,0.045267,0.0005,0.0005
1.372e-05,0.037479,0.3151,0.23541,328,1.5051e-09,0,0,0.00019852,0,0,0.25776,0.39944,1,0.42714,0.36515,99400,1.366,0.76459,0,nan,1,0.045504,0.045504,0.0005,0.0005
1.372e-05,0.037467,0.31595,0.23611,328,1.5277e-09,0,0,0.00019799,0,0,0.25744,0.39907,1,0.42661,0.36482,99400,1.3656,0.76389,0,nan,1,0.045741,0.045741,0.0005,0.0005
1.372e-05,0.037456,0.31679,0.23682,328,1.5502e-09,0,0,0.00019747,0,0,0.25712,0.3987,1,0.42609,0.36448,99400,1.3652,0.76318,0,nan,1,0.045978,0.045978,0.0005,0.0005
1.372e-05,0.037444,0.31763,0.23752,328,1.5728e-09,0,0,0.00019694,0,0,0.25681,0.39834,1,0.42556,0.36414,99400,1.3648,0.76248,0,nan,1,0.046215,0.046215,0.0005,0.0005
1.372e-05,0.037432,0.31847,0.23823,328,1.592e-09,0,0,0.00019641,0,0,0.25649,0.39797,1,0.42504,0.36381,99400,1.3643,0.76177,0,nan,1,0.046452,0.046452,0.0005,0.0005
1.372e-05,0.037421,0.31932,0.23893,328,1.5957e-09,0,0,0.0001959,0,0,0.25617,0.3976,1,0.42451,0.36347,99400,1.3639,0.76107,0,nan,1,0.046689,0.046689,0.0005,0.0005
1.372e-05,0.037409,0.32016,0.23964,328,1.5994e-09,0,0,0.00019538,0,0,0.25585,0.39723,1,0.42398,0.36313,99400,1.3635,0.76036,0,nan,1,0.046926,0.046926,0.0005,0.0005
1.372e-05,0.037397,0.321,0.24034,328,1.6031e-09,0,0,0.00019487,0,0,0.25554,0.39686,1,0.42346,0.3628,99400,1.3631,0.75966,0,nan,1,0.047163,0.047163,0.0005,0.0005
1.372e-05,0.037386,0.32185,0.24105,328,1.6069e-09,0,0,0.00019436,0,0,0.25522,0.39649,1,0.42293,0.36246,99400,1.3626,0.75895,0,nan,1,0.0474,0.0474,0.0005,0.0005
1.372e-05,0.037374,0.32269,0.24176,328,1.6169e-09,0,0,0.00019385,0,0,0.2549,0.39612,1,0.42241,0.36212,99400,1.3622,0.75824,0,nan,1,0.047637,0.047637,0.0005,0.0005
1.372e-05,0.037362,0.32353,0.24246,328,1.6611e-09,0,0,0.00019335,0,0,0.25458,0.39575,1,0.42188,0.36178,99400,1.3618,0.75754,0,nan,1,0.047874,0.047874,0.0005,0.0005
1.372e-05,0.037351,0.32438,0.24317,328,1.7054e-09,0,0,0.00019284,0,0,0.25427,0.39538,1,0.42136,0.36144,99400,1.3614,0.75683,0,nan,1,0.048111,0.048111,0.0005,0.0005
1.372e-05,0.037339,0.32522,0.24388,328,1.7496e-09,0,0,0.00019234,0,0,0.25395,0.39501,1,0.42083,0.36111,99400,1.3609,0.75612,0,nan,1,0.048348,0.048348,0.0005,0.0005
1.372e-05,0.037327,0.32606,0.24459,328,1.7938e-09,0,0,0.00019184,0,0,0.25363,0.39464,1,0.4203,0.36077,99400,1.3605,0.75541,0,nan,1,0.048585,0.048585,0.0005,0.0005
1.372e-05,0.037316,0.32691,0.2453,328,1.8387e-09,0,0,0.00019135,0,0,0.25332,0.39427,1,0.41978,0.36043,99400,1.3601,0.7547,0,nan,1,0.048822,0.048822,0.0005,0.0005
1.372e-05,0.037304,0.32775,0.24601,328,1.888e-09,0,0,0.00019086,0,0,0.253,0.3939,1,0.41925,0.36009,99400,1.3597,0.75399,0,nan,1,0.049059,0.049059,0.0005,0.0005
1.372e-05,0.037292,0.32859,0.24672,328,1.9372e-09,0,0,0.00019037,0,0,0.25268,0.39353,1,0.41873,0.35975,99400,1.3592,0.75328,0,nan,1,0.049296,0.049296,0.0005,0.0005
1.372e-05,0.037281,0.32944,0.24743,328,1.9865e-09,0,0,0.00018988,0,0,0.25236,0.39316,1,0.4182,0.35941,99400,1.3588,0.75257,0,nan,1,0.049533,0.049533,0.0005,0.0005
1.372e-05,0.037269,0.33028,0.24814,328,2.0357e-09,0,0,0.0001894,0,0,0.25205,0.39279,1,0.41767,0.35907,99400,1.3584,0.75186,0,nan,1,0.04977,0.04977,0.0005,0.0005
1.372e-05,0.037257,0.33112,0.24885,328,2.0818e-09,0,0,0.00018891,0,0,0.25173,0.39242,1,0.41715,0.35873,99400,1.358,0.75115,0,nan,1,0.050007,0.050007,0.0005,0.0005
1.372e-05,0.037246,0.33197,0.24956,328,2.1032e-09,0,0,0.00018843,0,0,0.25141,0.39204,1,0.41662,0.35839,99400,1.3575,0.75044,0,nan,1,0.050244,0.050244,0.0005,0.0005
1.372e-05,0.037234,0.33281,0.25028,328,2.1247e-09,0,0,0.00018796,0,0,0.25109,0.39167,1,0.4161,0.35805,99400,1.3571,0.74972,0,nan,1,0.050481,0.050481,0.0005,0.0005
1.372e-05,0.037222,0.33365,0.25099,328,2.1461e-09,0,0,0.00018748,0,0,0.25078,0.3913,1,0.41557,0.35771,99400,1.3567,0.74901,0,nan,1,0.050718,0.050718,0.0005,0.0005
1.372e-05,0.037211,0.3345,0.2517,328,2.1676e-09,0,0,0.00018701,0,0,0.25046,0.39093,1,0.41504,0.35737,99400,1.3563,0.7483,0,nan,1,0.050955,0.050955,0.0005,0.0005
1.372e-05,0.037199,0.33534,0.25241,328,2.1847e-09,0,0,0.00018653,0,0,0.25014,0.39055,1,0.41452,0.35703,99400,1.3558,0.74759,0,nan,1,0.051192,0.051192,0.0005,0.0005
1.372e-05,0.037187,0.33618,0.25313,328,2.1596e-09,0,0,0.00018607,0,0,0.24982,0.39018,1,0.41399,0.35669,99400,1.3554,0.74687,0,nan,1,0.051429,0.051429,0.0005,0.0005
1.372e-05,0.037176,0.33703,0.25384,328,2.1345e-09,0,0,0.00018561,0,0,0.24951,0.38981,1,0.41347,0.35635,99400,1.355,0.74616,0,nan,1,0.051666,0.051666,0.0005,0.0005
1.372e-05,0.037164,0.33787,0.25456,328,2.1095e-09,0,0,0.00018514,0,0,0.24919,0.38943,1,0.41294,0.35601,99400,1.3546,0.74544,0,nan,1,0.051903,0.051903,0.0005,0.0005
1.372e-05,0.037152,0.33871,0.25527,328,2.0844e-09,0,0,0.00018468,0,0,0.24887,0.38906,1,0.41242,0.35566,99400,1.3541,0.74473,0,nan,1,0.05214,0.05214,0.0005,0.0005
1.372e-05,0.037141,0.33956,0.25599,328,2.0583e-09,0,0,0.00018422,0,0,0.24856,0.38869,1,0.41189,0.35532,99400,1.3537,0.74401,0,nan,1,0.052377,0.052377,0.0005,0.0005
1.372e-05,0.037129,0.3404,0.25671,328,2.0184e-09,0,0,0.00018377,0,0,0.24824,0.38831,1,0.41136,0.35498,99400,1.3533,0.74329,0,nan,1,0.052614,0.052614,0.0005,0.0005
1.372e-05,0.037117,0.34124,0.25742,328,1.9784e-09,0,0,0.00018331,0,0,0.24792,0.38794,1,0.41084,0.35464,99400,1.3529,0.74258,0,nan,1,0.052851,0.052851,0.0005,0.0005
1.372e-05,0.037106,0.34208,0.25814,328,1.9385e-09,0,0,0.00018286,0,0,0.2476,0.38756,1,0.41031,0.3543,99400,1.3524,0.74186,0,nan,1,0.053088,0.053088,0.0005,0.0005
1.372e-05,0.037094,0.34293,0.25886,328,1.8986e-09,0,0,0.00018241,0,0,0.24729,0.38719,1,0.40979,0.35395,99400,1.352,0.74114,0,nan,1,0.053325,0.053325,0.0005,0.0005
1.372e-05,0.037082,0.34377,0.25958,328,1.8584e-09,0,0,0.00018196,0,0,0.24697,0.38681,1,0.40926,0.35361,99400,1.3516,0.74042,0,nan,1,0.053562,0.053562,0.0005,0.0005
1.372e-05,0.037071,0.34461,0.2603,328,1.8125e-09,0,0,0.00018152,0,0,0.24665,0.38644,1,0.40873,0.35327,99400,1.3512,0.7397,0,nan,1,0.053799,0.053799,0.0005,0.0005
1.372e-05,0.037059,0.34546,0.26101,328,1.7666e-09,0,0,0.00018108,0,0,0.24633,0.38606,1,0.40821,0.35292,99400,1.3507,0.73899,0,nan,1,0.054036,0.054036,0.0005,0.0005
1.372e-05,0.037047,0.3463,0.26173,328,1.7207e-09,0,0,0.00018063,0,0,0.24602,0.38569,1,0.40768,0.35258,99400,1.3503,0.73827,0,nan,1,0.054273,0.054273,0.0005,0.0005
1.372e-05,0.037036,0.34714,0.26245,328,1.6748e-09,0,0,0.00018019,0,0,0.2457,0.38531,1,0.40716,0.35224,99400,1.3499,0.73755,0,nan,1,0.05451,0.05451,0.0005,0.0005
1.372e-05,0.037024,0.34799,0.26317,328,1.6297e-09,0,0,0.00017975,0,0,0.24538,0.38493,1,0.40663,0.35189,99400,1.3495,0.73683,0,nan,1,0.054747,0.054747,0.0005,0.0005
1.372e-05,0.037012,0.34883,0.2639,328,1.613e-09,0,0,0.00017932,0,0,0.24506,0.38456,1,0.4061,0.35155,99400,1.349,0.7361,0,nan,1,0.054984,0.054984,0.0005,0.0005
1.372e-05,0.037001,0.34967,0.26462,328,1.5963e-09,0,0,0.00017889,0,0,0.24475,0.38418,1,0.40558,0.3512,99400,1.3486,0.73538,0,nan,1,0.055221,0.055221,0.0005,0.0005
1.372e-05,0.036989,0.35052,0.26534,328,1.5796e-09,0,0,0.00017846,0,0,0.24443,0.3838,1,0.40505,0.35086,99400,1.3482,0.73466,0,nan,1,0.055458,0.055458,0.0005,0.0005
1.372e-05,0.036977,0.35136,0.26606,328,1.5628e-09,0,0,0.00017803,0,0,0.24411,0.38343,1,0.40453,0.35051,99400,1.3478,0.73394,0,nan,1,0.055695,0.055695,0.0005,0.0005
1.372e-05,0.036966,0.3522,0.26678,328,1.5466e-09,0,0,0.0001776,0,0,0.2438,0.38305,1,0.404,0.35017,99400,1.3473,0.73322,0,nan,1,0.055932,0.055932,0.0005,0.0005
1.372e-05,0.036954,0.35305,0.26751,328,1.5846e-09,0,0,0.00017718,0,0,0.24348,0.38267,1,0.40348,0.34982,99400,1.3469,0.73249,0,nan,1,0.056169,0.056169,0.0005,0.0005
1.372e-05,0.036942,0.35389,0.26823,328,1.6225e-09,0,0,0.00017676,0,0,0.24316,0.38229,1,0.40295,0.34948,99400,1.3465,0.73177,0,nan,1,0.056406,0.056406,0.0005,0.0005
1.372e-05,0.036931,0.35473,0.26895,328,1.6605e-09,0,0,0.00017634,0,0,0.24284,0.38191,1,0.40242,0.34913,99400,1.3461,0.73105,0,nan,1,0.056643,0.056643,0.0005,0.0005
1.372e-05,0.036919,0.35558,0.26968,328,1.6985e-09,0,0,0.00017592,0,0,0.24253,0.38154,1,0.4019,0.34879,99400,1.3456,0.73032,0,nan,1,0.05688,0.05688,0.0005,0.0005
1.372e-05,0.036907,0.35642,0.2704,328,1.7365e-09,0,0,0.0001755,0,0,0.24221,0.38116,1,0.40137,0.34844,99400,1.3452,0.7296,0,nan,1,0.057117,0.057117,0.0005,0.0005
1.372e-05,0.036896,0.35726,0.27113,328,1.7353e-09,0,0,0.00017509,0,0,0.24189,0.38078,1,0.40085,0.34809,99400,1.3448,0.72887,0,nan,1,0.057354,0.057354,0.0005,0.0005
1.372e-05,0.036884,0.35811,0.27186,328,1.7335e-09,0,0,0.00017468,0,0,0.24157,0.3804,1,0.40032,0.34775,99400,1.3444,0.72814,0,nan,1,0.057591,0.057591,0.0005,0.0005
1.372e-05,0.036872,0.35895,0.27258,328,1.7318e-09,0,0,0.00017427,0,0,0.24126,0.38002,1,0.39979,0.3474,99400,1.3439,0.72742,0,nan,1,0.057828,0.057828,0.0005,0.0005
1.372e-05,0.03686,0.35979,0.27331,328,1.7301e-09,0,0,0.00017386,0,0,0.24094,0.37964,1,0.39927,0.34705,99400,1.3435,0.72669,0,nan,1,0.058065,0.058065,0.0005,0.0005
1.372e-05,0.036849,0.36064,0.27403,328,1.7284e-09,0,0,0.00017345,0,0,0.24062,0.37926,1,0.39874,0.34671,99400,1.3431,0.72597,0,nan,1,0.058302,0.058302,0.0005,0.0005
1.372e-05,0.036837,0.36148,0.27476,328,1.6871e-09,0,0,0.00017305,0,0,0.2403,0.37888,1,0.39822,0.34636,99400,1.3427,0.72524,0,nan,1,0.058539,0.058539,0.0005,0.0005
1.372e-05,0.036825,0.36232,0.27549,328,1.6444e-09,0,0,0.00017265,0,0,0.23999,0.3785,1,0.39769,0.34601,99400,1.3422,0.72451,0,nan,1,0.058776,0.058776,0.0005,0.0005
1.372e-05,0.036814,0.36317,0.27622,328,1.6017e-09,0,0,0.00017225,0,0,0.23967,0.37812,1,0.39716,0.34566,99400,1.3418,0.72378,0,nan,1,0.059013,0.059013,0.0005,0.0005
1.372e-05,0.036802,0.36401,0.27695,328,1.559e-09,0,0,0.00017184,0,0,0.23935,0.37774,1,0.39664,0.34531,99400,1.3414,0.72305,0,nan,1,0.05925,0.05925,0.0005,0.0005
