"DEff","Mg","N2","N2Mass","T","U:0","U:1","U:2","UD:0","UD:1","UD:2","acetone","acetoneMass","epsEff","methanol","methanolMass","p","rho","sumWithoutRef","sumZones","phi","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.372e-05,0.039471,0.17425,0.12361,328,0.00015419,0,0,0.00014867,0,0,0.3124,0.45969,1,0.51335,0.41671,99400,1.4387,0.87639,0,nan,1,0.015405,0.015405,0.0005,0.0005
1.372e-05,0.039467,0.17459,0.12386,328,0.0001542,0,0,0.00014861,0,0,0.3123,0.45958,1,0.51311,0.41656,99400,1.4385,0.87614,0,nan,1,0.015642,0.015642,0.0005,0.0005
1.372e-05,0.039463,0.17493,0.12412,328,0.00015422,0,0,0.00014855,0,0,0.3122,0.45948,1,0.51288,0.4164,99400,1.4384,0.87588,0,nan,1,0.015879,0.015879,0.0005,0.0005
1.372e-05,0.039459,0.17527,0.12437,328,0.00015424,0,0,0.00014848,0,0,0.31209,0.45937,1,0.51264,0.41625,99400,1.4382,0.87563,0,nan,1,0.016116,0.016116,0.0005,0.0005
1.372e-05,0.039455,0.17561,0.12463,328,0.00015425,0,0,0.00014842,0,0,0.31199,0.45927,1,0.5124,0.4161,99400,1.4381,0.87537,0,nan,1,0.016353,0.016353,0.0005,0.0005
1.372e-05,0.039451,0.17595,0.12488,328,0.00015427,0,0,0.00014836,0,0,0.31189,0.45917,1,0.51216,0.41595,99400,1.4379,0.87512,0,nan,1,0.01659,0.01659,0.0005,0.0005
1.372e-05,0.039447,0.1763,0.12514,328,0.00015428,0,0,0.00014829,0,0,0.31178,0.45906,1,0.51192,0.4158,99400,1.4378,0.87486,0,nan,1,0.016827,0.016827,0.0005,0.0005
1.372e-05,0.039442,0.17664,0.1254,328,0.0001543,0,0,0.00014823,0,0,0.31168,0.45895,1,0.51168,0.41565,99400,1.4376,0.8746,0,nan,1,0.017064,0.017064,0.0005,0.0005
1.372e-05,0.039438,0.17699,0.12566,328,0.00015432,0,0,0.00014817,0,0,0.31157,0.45885,1,0.51144,0.4155,99400,1.4375,0.87434,0,nan,1,0.017301,0.017301,0.0005,0.0005
1.372e-05,0.039434,0.17733,0.12591,328,0.00015433,0,0,0.00014811,0,0,0.31147,0.45874,1,0.5112,0.41534,99400,1.4373,0.87409,0,nan,1,0.017538,0.017538,0.0005,0.0005
1.372e-05,0.03943,0.17768,0.12617,328,0.00015435,0,0,0.00014804,0,0,0.31137,0.45864,1,0.51096,0.41519,99400,1.4372,0.87383,0,nan,1,0.017775,0.017775,0.0005,0.0005
1.372e-05,0.039426,0.17802,0.12643,328,0.00015436,0,0,0.00014798,0,0,0.31126,0.45853,1,0.51072,0.41504,99400,1.437,0.87357,0,nan,1,0.018012,0.018012,0.0005,0.0005
1.372e-05,0.039422,0.17837,0.12669,328,0.00015438,0,0,0.00014792,0,0,0.31116,0.45843,1,0.51047,0.41489,99400,1.4369,0.87331,0,nan,1,0.018249,0.018249,0.0005,0.0005
1.372e-05,0.039418,0.17872,0.12695,328,0.0001544,0,0,0.00014786,0,0,0.31105,0.45832,1,0.51023,0.41473,99400,1.4367,0.87305,0,nan,1,0.018486,0.018486,0.0005,0.0005
1.372e-05,0.039414,0.17906,0.12721,328,0.00015441,0,0,0.0001478,0,0,0.31095,0.45821,1,0.50999,0.41458,99400,1.4366,0.87279,0,nan,1,0.018723,0.018723,0.0005,0.0005
1.372e-05,0.03941,0.17941,0.12747,328,0.00015443,0,0,0.00014773,0,0,0.31084,0.45811,1,0.50975,0.41443,99400,1.4364,0.87253,0,nan,1,0.01896,0.01896,0.0005,0.0005
1.372e-05,0.039405,0.17976,0.12773,328,0.00015445,0,0,0.00014767,0,0,0.31074,0.458,1,0.5095,0.41427,99400,1.4363,0.87227,0,nan,1,0.019197,0.019197,0.0005,0.0005
1.372e-05,0.039401,0.18011,0.12799,328,0.00015446,0,0,0.00014761,0,0,0.31063,0.45789,1,0.50926,0.41412,99400,1.4361,0.87201,0,nan,1,0.019434,0.019434,0.0005,0.0005
1.372e-05,0.039397,0.18046,0.12825,328,0.00015448,0,0,0.00014755,0,0,0.31052,0.45778,1,0.50902,0.41396,99400,1.436,0.87175,0,nan,1,0.019671,0.019671,0.0005,0.0005
1.372e-05,0.039393,0.18081,0.12852,328,0.00015449,0,0,0.00014749,0,0,0.31042,0.45767,1,0.50877,0.41381,99400,1.4358,0.87148,0,nan,1,0.019908,0.019908,0.0005,0.0005
1.372e-05,0.039389,0.18116,0.12878,328,0.00015451,0,0,0.00014743,0,0,0.31031,0.45757,1,0.50853,0.41365,99400,1.4357,0.87122,0,nan,1,0.020145,0.020145,0.0005,0.0005
1.372e-05,0.039384,0.18151,0.12904,328,0.00015453,0,0,0.00014737,0,0,0.31021,0.45746,1,0.50828,0.4135,99400,1.4355,0.87096,0,nan,1,0.020382,0.020382,0.0005,0.0005
1.372e-05,0.03938,0.18186,0.12931,328,0.00015454,0,0,0.00014731,0,0,0.3101,0.45735,1,0.50804,0.41334,99400,1.4353,0.87069,0,nan,1,0.020619,0.020619,0.0005,0.0005
1.372e-05,0.039376,0.18222,0.12957,328,0.00015456,0,0,0.00014725,0,0,0.30999,0.45724,1,0.50779,0.41319,99400,1.4352,0.87043,0,nan,1,0.020856,0.020856,0.0005,0.0005
1.372e-05,0.039372,0.18257,0.12984,328,0.00015458,0,0,0.00014719,0,0,0.30989,0.45713,1,0.50755,0.41303,99400,1.435,0.87016,0,nan,1,0.021093,0.021093,0.0005,0.0005
1.372e-05,0.039368,0.18292,0.1301,328,0.00015459,0,0,0.00014713,0,0,0.30978,0.45702,1,0.5073,0.41288,99400,1.4349,0.8699,0,nan,1,0.02133,0.02133,0.0005,0.0005
1.372e-05,0.039363,0.18327,0.13037,328,0.00015461,0,0,0.00014707,0,0,0.30967,0.45691,1,0.50706,0.41272,99400,1.4347,0.86963,0,nan,1,0.021567,0.021567,0.0005,0.0005
1.372e-05,0.039359,0.18363,0.13063,328,0.00015463,0,0,0.00014701,0,0,0.30956,0.4568,1,0.50681,0.41256,99400,1.4346,0.86937,0,nan,1,0.021804,0.021804,0.0005,0.0005
1.372e-05,0.039355,0.18399,0.1309,328,0.00015464,0,0,0.00014695,0,0,0.30945,0.45669,1,0.50656,0.41241,99400,1.4344,0.8691,0,nan,1,0.022041,0.022041,0.0005,0.0005
1.372e-05,0.039351,0.18434,0.13117,328,0.00015466,0,0,0.00014689,0,0,0.30935,0.45658,1,0.50631,0.41225,99400,1.4343,0.86883,0,nan,1,0.022278,0.022278,0.0005,0.0005
1.372e-05,0.039346,0.1847,0.13143,328,0.00015468,0,0,0.00014683,0,0,0.30924,0.45647,1,0.50607,0.41209,99400,1.4341,0.86857,0,nan,1,0.022515,0.022515,0.0005,0.0005
1.372e-05,0.039342,0.18505,0.1317,328,0.00015469,0,0,0.00014677,0,0,0.30913,0.45636,1,0.50582,0.41193,99400,1.434,0.8683,0,nan,1,0.022752,0.022752,0.0005,0.0005
1.372e-05,0.039338,0.18541,0.13197,328,0.00015471,0,0,0.00014671,0,0,0.30902,0.45625,1,0.50557,0.41178,99400,1.4338,0.86803,0,nan,1,0.022989,0.022989,0.0005,0.0005
1.372e-05,0.039334,0.18577,0.13224,328,0.00015473,0,0,0.00014666,0,0,0.30891,0.45614,1,0.50532,0.41162,99400,1.4336,0.86776,0,nan,1,0.023226,0.023226,0.0005,0.0005
1.372e-05,0.039329,0.18613,0.13251,328,0.00015474,0,0,0.0001466,0,0,0.3088,0.45603,1,0.50507,0.41146,99400,1.4335,0.86749,0,nan,1,0.023463,0.023463,0.0005,0.0005
1.372e-05,0.039325,0.18649,0.13278,328,0.00015476,0,0,0.00014654,0,0,0.30869,0.45592,1,0.50482,0.4113,99400,1.4333,0.86722,0,nan,1,0.0237,0.0237,0.0005,0.0005
1.372e-05,0.039321,0.18685,0.13305,328,0.00015478,0,0,0.00014648,0,0,0.30858,0.45581,1,0.50457,0.41114,99400,1.4332,0.86695,0,nan,1,0.023937,0.023937,0.0005,0.0005
1.372e-05,0.039316,0.18721,0.13332,328,0.00015479,0,0,0.00014642,0,0,0.30847,0.45569,1,0.50432,0.41098,99400,1.433,0.86668,0,nan,1,0.024174,0.024174,0.0005,0.0005
1.372e-05,0.039312,0.18757,0.13359,328,0.00015481,0,0,0.00014637,0,0,0.30836,0.45558,1,0.50407,0.41082,99400,1.4329,0.86641,0,nan,1,0.024411,0.024411,0.0005,0.0005
1.372e-05,0.039308,0.18793,0.13387,328,0.00015483,0,0,0.00014631,0,0,0.30826,0.45547,1,0.50382,0.41066,99400,1.4327,0.86613,0,nan,1,0.024648,0.024648,0.0005,0.0005
1.372e-05,0.039303,0.18829,0.13414,328,0.00015485,0,0,0.00014625,0,0,0.30815,0.45536,1,0.50357,0.41051,99400,1.4325,0.86586,0,nan,1,0.024885,0.024885,0.0005,0.0005
1.372e-05,0.039299,0.18865,0.13441,328,0.00015486,0,0,0.00014619,0,0,0.30803,0.45524,1,0.50331,0.41035,99400,1.4324,0.86559,0,nan,1,0.025122,0.025122,0.0005,0.0005
1.372e-05,0.039295,0.18902,0.13469,328,0.00015488,0,0,0.00014614,0,0,0.30792,0.45513,1,0.50306,0.41018,99400,1.4322,0.86531,0,nan,1,0.025359,0.025359,0.0005,0.0005
1.372e-05,0.03929,0.18938,0.13496,328,0.0001549,0,0,0.00014608,0,0,0.30781,0.45502,1,0.50281,0.41002,99400,1.4321,0.86504,0,nan,1,0.025596,0.025596,0.0005,0.0005
1.372e-05,0.039286,0.18974,0.13523,328,0.00015491,0,0,0.00014602,0,0,0.3077,0.4549,1,0.50256,0.40986,99400,1.4319,0.86477,0,nan,1,0.025833,0.025833,0.0005,0.0005
1.372e-05,0.039282,0.19011,0.13551,328,0.00015493,0,0,0.00014597,0,0,0.30759,0.45479,1,0.5023,0.4097,99400,1.4318,0.86449,0,nan,1,0.02607,0.02607,0.0005,0.0005
1.372e-05,0.039277,0.19047,0.13578,328,0.00015495,0,0,0.00014591,0,0,0.30748,0.45467,1,0.50205,0.40954,99400,1.4316,0.86422,0,nan,1,0.026307,0.026307,0.0005,0.0005
1.372e-05,0.039273,0.19084,0.13606,328,0.00015497,0,0,0.00014585,0,0,0.30737,0.45456,1,0.50179,0.40938,99400,1.4314,0.86394,0,nan,1,0.026544,0.026544,0.0005,0.0005
1.372e-05,0.039268,0.1912,0.13634,328,0.00015498,0,0,0.0001458,0,0,0.30725,0.45445,1,0.50154,0.40922,99400,1.4313,0.86366,0,nan,1,0.026781,0.026781,0.0005,0.0005
1.372e-05,0.039264,0.19157,0.13661,328,0.000155,0,0,0.00014574,0,0,0.30714,0.45433,1,0.50129,0.40906,99400,1.4311,0.86339,0,nan,1,0.027018,0.027018,0.0005,0.0005
1.372e-05,0.03926,0.19194,0.13689,328,0.00015502,0,0,0.00014569,0,0,0.30703,0.45422,1,0.50103,0.40889,99400,1.431,0.86311,0,nan,1,0.027255,0.027255,0.0005,0.0005
1.372e-05,0.039255,0.19231,0.13717,328,0.00015504,0,0,0.00014563,0,0,0.30692,0.4541,1,0.50078,0.40873,99400,1.4308,0.86283,0,nan,1,0.027492,0.027492,0.0005,0.0005
1.372e-05,0.039251,0.19268,0.13745,328,0.00015505,0,0,0.00014558,0,0,0.30681,0.45398,1,0.50052,0.40857,99400,1.4306,0.86255,0,nan,1,0.027729,0.027729,0.0005,0.0005
1.372e-05,0.039246,0.19305,0.13773,328,0.00015507,0,0,0.00014552,0,0,0.30669,0.45387,1,0.50026,0.4084,99400,1.4305,0.86227,0,nan,1,0.027966,0.027966,0.0005,0.0005
1.372e-05,0.039242,0.19342,0.13801,328,0.00015509,0,0,0.00014547,0,0,0.30658,0.45375,1,0.50001,0.40824,99400,1.4303,0.86199,0,nan,1,0.028203,0.028203,0.0005,0.0005
1.372e-05,0.039237,0.19378,0.13829,328,0.00015511,0,0,0.00014541,0,0,0.30647,0.45364,1,0.49975,0.40808,99400,1.4301,0.86171,0,nan,1,0.02844,0.02844,0.0005,0.0005
1.372e-05,0.039233,0.19416,0.13857,328,0.00015512,0,0,0.00014536,0,0,0.30635,0.45352,1,0.49949,0.40791,99400,1.43,0.86143,0,nan,1,0.028677,0.028677,0.0005,0.0005
1.372e-05,0.039229,0.19453,0.13885,328,0.00015514,0,0,0.0001453,0,0,0.30624,0.4534,1,0.49923,0.40775,99400,1.4298,0.86115,0,nan,1,0.028914,0.028914,0.0005,0.0005
1.372e-05,0.039224,0.1949,0.13913,328,0.00015516,0,0,0.00014525,0,0,0.30612,0.45328,1,0.49898,0.40759,99400,1.4297,0.86087,0,nan,1,0.029151,0.029151,0.0005,0.0005
1.372e-05,0.03922,0.19527,0.13941,328,0.00015518,0,0,0.00014519,0,0,0.30601,0.45317,1,0.49872,0.40742,99400,1.4295,0.86059,0,nan,1,0.029388,0.029388,0.0005,0.0005
1.372e-05,0.039215,0.19565,0.13969,328,0.0001552,0,0,0.00014514,0,0,0.3059,0.45305,1,0.49846,0.40726,99400,1.4293,0.86031,0,nan,1,0.029625,0.029625,0.0005,0.0005
1.372e-05,0.039211,0.19602,0.13998,328,0.00015521,0,0,0.00014509,0,0,0.30578,0.45293,1,0.4982,0.40709,99400,1.4292,0.86002,0,nan,1,0.029862,0.029862,0.0005,0.0005
1.372e-05,0.039206,0.19639,0.14026,328,0.00015523,0,0,0.00014503,0,0,0.30567,0.45281,1,0.49794,0.40693,99400,1.429,0.85974,0,nan,1,0.030099,0.030099,0.0005,0.0005
