# Residuals     
# Time          	Uy              	Uz              	p               	h               	T               
0               	N/A	N/A	N/A	N/A
0.0299          	4.26899769e-06	4.47041722e-07	5.11826161e-05	N/A	3.17964232e-08
0.03            	4.10611341e-06	4.31799754e-07	4.90906182e-05	N/A	3.23990482e-08
0.0301          	3.96947961e-06	4.19174467e-07	4.69351144e-05	N/A	3.37842295e-08
0.0302          	3.83251405e-06	4.03527594e-07	4.48477478e-05	N/A	3.51630444e-08
0.0303          	3.70702425e-06	3.88493621e-07	4.29473390e-05	N/A	3.62472344e-08
0.0304          	3.57490945e-06	3.73084895e-07	4.11633987e-05	N/A	3.68813269e-08
0.0305          	3.44947041e-06	3.58315092e-07	3.93584442e-05	N/A	3.70145804e-08
0.0306          	3.31750696e-06	3.43383335e-07	3.78668882e-05	N/A	3.64020147e-08
0.0307          	3.18180287e-06	3.27991424e-07	3.65821716e-05	N/A	3.51278897e-08
0.0308          	3.04162750e-06	3.14472321e-07	3.52772956e-05	N/A	3.32691739e-08
0.0309          	2.90720999e-06	3.01286635e-07	3.39294890e-05	N/A	3.09239193e-08
0.031           	2.77503932e-06	2.86959834e-07	3.27551060e-05	N/A	3.23945713e-08
0.0311          	2.63739986e-06	2.73772206e-07	3.16068507e-05	N/A	2.50673019e-08
0.0312          	2.51939837e-06	2.62439699e-07	3.04233455e-05	N/A	2.62268213e-08
0.0313          	2.40714234e-06	2.50748702e-07	2.92481164e-05	N/A	2.06974576e-08
0.0314          	2.30113566e-06	2.41403682e-07	2.81747265e-05	N/A	1.75880654e-08
0.0315          	2.21121726e-06	2.33515775e-07	2.70287536e-05	N/A	1.63218296e-08
0.0316          	2.12702589e-06	2.25434403e-07	2.58393073e-05	N/A	1.59012838e-08
0.0317          	2.05063606e-06	2.17517837e-07	2.47306384e-05	N/A	1.64905960e-08
0.0318          	1.97922455e-06	2.10052959e-07	2.36917581e-05	N/A	1.70303304e-08
0.0319          	1.90950432e-06	2.02341226e-07	2.26028956e-05	N/A	1.76835640e-08
0.032           	1.84369436e-06	1.94953805e-07	2.15851204e-05	N/A	1.83756840e-08
0.0321          	1.77322604e-06	1.86171866e-07	2.07124179e-05	N/A	1.87454000e-08
0.0322          	1.70483267e-06	1.78324408e-07	1.99042446e-05	N/A	1.87648454e-08
0.0323          	1.63582395e-06	1.71116868e-07	1.91098355e-05	N/A	1.84529355e-08
0.0324          	1.56768980e-06	1.63400456e-07	1.83821631e-05	N/A	1.78174687e-08
0.0325          	1.49286082e-06	1.56101853e-07	1.77953494e-05	N/A	1.69815419e-08
0.0326          	1.42525331e-06	1.49697423e-07	1.71391927e-05	N/A	1.58362747e-08
0.0327          	1.36281943e-06	1.42940584e-07	1.64702632e-05	N/A	1.44195621e-08
0.0328          	1.29595258e-06	1.36389537e-07	1.58547937e-05	N/A	1.28476539e-08
0.0329          	1.23469455e-06	1.30234977e-07	1.53072502e-05	N/A	1.12709324e-08
0.033           	1.18204647e-06	1.24610037e-07	1.46854736e-05	N/A	9.68663178e-09
0.0331          	1.13280611e-06	1.20044169e-07	1.40537473e-05	N/A	1.78787636e-08
0.0332          	1.08656661e-06	1.15675204e-07	1.35055776e-05	N/A	8.65949206e-09
0.0333          	1.04513903e-06	1.11481414e-07	1.29114810e-05	N/A	1.42279914e-08
0.0334          	9.93840383e-07	1.07511990e-07	1.23435694e-05	N/A	7.39360564e-09
0.0335          	9.47536467e-07	1.03847651e-07	1.17479175e-05	N/A	1.37512725e-08
0.0336          	9.12853202e-07	9.97500116e-08	1.12569199e-05	N/A	8.06100633e-09
0.0337          	8.81665704e-07	9.59125231e-08	1.07496797e-05	N/A	1.55034881e-08
0.0338          	8.48843482e-07	9.19213521e-08	1.02757053e-05	N/A	8.88893152e-09
0.0339          	8.12978252e-07	8.78149946e-08	9.84769134e-06	N/A	1.66231131e-08
